uid,slope_i,slope_se,slope_p,n_occasions,lag0_sign,lag1_sign,bh_q_213,holm_p_213,std_effect,label_family1,label_bh,label_holm,user_facing_bh
212521733ea8eeff63d997dc0213c692,-0.04377665199937006,0.14049385905752249,0.7553512128245767,163,-1.0,-1.0,0.8557968528278449,1.0,0.016160004856542936,insufficient,insufficient,insufficient,no_claim
23d00aa2ae3eb2c224734960f2391885,0.01816344434084577,0.14406623235140623,0.8996709407445145,122,-1.0,-1.0,0.9302422833911728,1.0,0.006704974806292602,insufficient,insufficient,insufficient,no_claim
24e89780f6c9efef9ab28fea842cf620,-0.7095013649387651,0.2660303454375925,0.007653301264120671,24,-1.0,-1.0,0.029109878022458978,1.0,0.2619100588893658,strong,moderate,insufficient,evidence_available
284784fd7319c4e33b0bf1dc90c1a610,-0.015687088558655943,0.17516457403236294,0.9286398240682492,101,-1.0,-1.0,0.9419061072692242,1.0,0.005790836341174447,insufficient,insufficient,insufficient,no_claim
2b3d267f18830c3c257b382edabef246,-0.007861356528294144,0.12032734832765402,0.9479088028871046,223,-1.0,-1.0,0.9568937204500155,1.0,0.0029019935027940684,insufficient,insufficient,insufficient,no_claim
2c4f43b2212eee5ba69563f139911138,0.03383883739910587,0.18709977898404087,0.8564775864877343,66,-1.0,-1.0,0.912148629609437,1.0,0.012491493792562904,insufficient,insufficient,insufficient,no_claim
2cc3f6274987ee627ab9be37181536eb,0.8030881293070824,0.13899228526661195,7.562385162529495e-09,161,-1.0,-1.0,1.6107880396187824e-07,1.542726573156017e-06,0.29645730034405515,strong,strong,strong,evidence_available
2d06da49889845dc3af964bafb630b0a,-0.3999527996066068,0.11623431332549558,0.0005797431173510947,161,-1.0,-1.0,0.0037419783029025207,0.10493350424054815,0.1476412399953225,moderate,moderate,insufficient,evidence_available
2d5d41b5e9a9a5bb7007264230e4c575,-0.15243985033847585,0.17925768712591322,0.3951054856145573,122,-1.0,-1.0,0.6011247745421479,1.0,0.056272661551091126,insufficient,insufficient,insufficient,no_claim
2de8db6af975b72ac70440ede29e1cfb,-0.4602079451451996,0.14768628335885106,0.0018324867994083949,146,-1.0,-1.0,0.010262724970744763,0.3225176766958775,0.16988422569805217,moderate,moderate,insufficient,evidence_available
2f706716305bceab3969e0f457da16b4,-0.4299692507610311,0.12803319439357633,0.000784337017145198,199,-1.0,-1.0,0.004773250990055062,0.14039632606899044,0.15872171267374158,moderate,moderate,insufficient,evidence_available
30b497738f121ad199afb509889f6cfe,0.035248415045029735,0.1722114062672867,0.8378213105854706,105,-1.0,-1.0,0.9035517333254264,1.0,0.013011834672083153,insufficient,insufficient,insufficient,no_claim
34ed21e64b190dc037d35ef7f646feb8,-0.12496808805025816,0.2347835363061055,0.5945394342166896,49,-1.0,-1.0,0.7472057037811798,1.0,0.04613155226749906,insufficient,insufficient,insufficient,no_claim
3528757eaf1d15ee6c778eb79cd02de7,-0.3278426586222696,0.22286305794223335,0.14127764735075288,61,-1.0,-1.0,0.3009213888571036,1.0,0.12102202232354499,insufficient,insufficient,insufficient,no_claim
3569e2f520db9014b4acc4227a6421c1,-0.4444025078199803,0.14295420947474224,0.0018790904876011538,260,-1.0,-1.0,0.010262724970744763,0.3288408353302019,0.16404970130502633,moderate,moderate,insufficient,evidence_available
35cf1abf179310dc33907d953f590366,-0.2878704027754717,0.13703908526853958,0.03567218332825317,327,-1.0,-1.0,0.09997598748576218,1.0,0.10626639759873677,moderate,weak,insufficient,no_claim
374d8bd8b755b55ed5a9b08304db6cee,-0.6396791952005809,0.28670215659197756,0.025670345095413882,35,-1.0,-1.0,0.07811119293318795,1.0,0.23613543816049742,moderate,weak,insufficient,no_claim
3bb377ba0acb7d8916010184df36aa57,-0.06645485494289768,0.10749810429125917,0.5364464109677853,198,-1.0,-1.0,0.7141442846008643,1.0,0.024531587720174133,insufficient,insufficient,insufficient,no_claim
3d1a8b919f65dd22f661468f79b9b107,0.01999114465470664,0.17998421002150025,0.9115595231407796,87,-1.0,-1.0,0.9379815383042804,1.0,0.00737966427200875,insufficient,insufficient,insufficient,no_claim
3dad5f11680b432159b65838119ab87e,0.18028011191332172,0.13402329411309136,0.1785799843764453,193,-1.0,-1.0,0.3489682263503014,1.0,0.06654980111542805,insufficient,insufficient,insufficient,no_claim
3e7ca3545ad22d036db36c4f1e9f2e18,-0.26551406866463406,0.17949588263571872,0.13908127413324545,94,-1.0,-1.0,0.2992354685897099,1.0,0.09801363153954083,insufficient,insufficient,insufficient,no_claim
4005a296ac7cd078b8bd56f0b905b7a6,-0.17771094301639223,0.15934336090175213,0.2647345411182074,140,-1.0,-1.0,0.4867868468239777,1.0,0.06560140099903136,insufficient,insufficient,insufficient,no_claim
422875809be551a4ec179466aa8300ba,0.08808195533100327,0.12336742011339957,0.4752391220406098,200,-1.0,-1.0,0.6703704171831119,1.0,0.03251515958651414,insufficient,insufficient,insufficient,no_claim
429cf5f822600da91a6f4227c0af86c6,-0.26918633162281175,0.22488798781721234,0.23131450977915113,45,-1.0,-1.0,0.43991063020499277,1.0,0.09936923514393499,insufficient,insufficient,insufficient,no_claim
45555d3305e255895b11695c179a98cd,-0.4041435185809005,0.14468919562155338,0.005219202566838943,164,-1.0,-1.0,0.0222338029347339,0.8559492209615867,0.14918822990624503,moderate,moderate,insufficient,evidence_available
46562035189535f838d640973dbb222e,0.1143366416697601,0.15643173351942907,0.4648375508407099,236,-1.0,-1.0,0.6644993176447732,1.0,0.04220698934881362,insufficient,insufficient,insufficient,no_claim
46b53cdf4d639d54e894d92b6dff817f,0.06531423973034645,0.12331811222580787,0.5963613598253548,266,-1.0,-1.0,0.7472057037811798,1.0,0.02411053342450666,insufficient,insufficient,insufficient,no_claim
46f1dfeda71a865074859c81bb314fd9,-0.32332228672883345,0.28733928792211116,0.2604923211340231,22,-1.0,-1.0,0.4867868468239777,1.0,0.11935334213867478,insufficient,insufficient,insufficient,no_claim
480fca3c0b19afab1093cf2f01d63317,-0.14864116633054505,0.16432924325891404,0.3657130281964551,134,-1.0,-1.0,0.5685903285098172,1.0,0.05487039003847027,insufficient,insufficient,insufficient,no_claim
4a8ac645226348425b0a43a8373e394d,-0.4147201004132547,0.1594005839770206,0.009275006262836838,74,-1.0,-1.0,0.03406166093076287,1.0,0.15309253976024956,moderate,moderate,insufficient,evidence_available
4b5eb55e64b6bc941796bf114149cab7,-0.3761959909425871,0.2680029073448566,0.16040785798794888,37,-1.0,-1.0,0.3259861255773977,1.0,0.1388714934328845,insufficient,insufficient,insufficient,no_claim
4e37495c9c7c8a17e8737e2c61cfe228,0.06749288337629605,0.1928295334302843,0.7263287861663636,73,-1.0,-1.0,0.8408045187686709,1.0,0.02491477244899233,insufficient,insufficient,insufficient,no_claim
4eeb9f06b3ff630aa8f81fd23e1dfe7b,-0.15451570646629761,0.16525776071697762,0.34978923435958165,151,-1.0,-1.0,0.5644326281711431,1.0,0.05703895690660545,insufficient,insufficient,insufficient,no_claim
50e32d5c464c892af7aa4b6a666e876d,-0.4920803528374532,0.19272876649445708,0.010672981174953078,67,-1.0,-1.0,0.03788908317108342,1.0,0.1816498185328799,moderate,moderate,insufficient,evidence_available
51ac1dd0849798d75614176ebff633be,-0.4515035674771434,0.1401366942308872,0.0012735260353400335,164,-1.0,-1.0,0.007331379608849381,0.22541410825518593,0.16667103375749454,moderate,moderate,insufficient,evidence_available
54446e36f4601e2c4ab70c355baccc32,-0.0069015854908345275,0.2840925136252407,0.9806185427433567,34,-1.0,-1.0,0.9806185427433567,1.0,0.0025476972302801303,insufficient,insufficient,insufficient,no_claim
546901e10be0157c4fed40c04bfeaaa5,0.6014865677781376,0.1327830075371462,5.902671144530913e-06,116,-1.0,-1.0,5.9869950180242124e-05,0.0011392155308944663,0.22203675732397066,strong,strong,strong,evidence_available
557b44c8daf2ddb5d02313f20f2505b9,-0.12524331637556113,0.12812066749678708,0.3283009617161241,164,-1.0,-1.0,0.5406787013315708,1.0,0.04623315188442769,insufficient,insufficient,insufficient,no_claim
5580eba4ad4d1266854f3fec95266bd2,0.042011171357570154,0.1278907008714357,0.742539105431486,197,-1.0,-1.0,0.8549234024697651,1.0,0.01550828357493306,insufficient,insufficient,insufficient,no_claim
56b90ef8a34e80ebc086ecd8d594e9d8,-0.4143453036301891,0.23242529592369646,0.07463464080565307,63,-1.0,-1.0,0.17093740313552802,1.0,0.15295418477973063,weak,insufficient,insufficient,no_claim
58863d024fc04ff1c3082e2c81e14cf2,0.061224551795428184,0.15354980577995866,0.6900938988866241,132,-1.0,-1.0,0.8166111136825052,1.0,0.02260083878429125,insufficient,insufficient,insufficient,no_claim
59256b077a34f2f4ed7bbf7670e53786,-0.9189469413583924,0.18214539682319936,4.532165598369886e-07,86,-1.0,-1.0,5.678536896781092e-06,8.928366228788676e-05,0.339226193804647,strong,strong,strong,evidence_available
596df3c263e97eb09d44a8535ec20ffa,-0.4323768372348595,0.2976684604735467,0.14635012318361063,33,-1.0,-1.0,0.30561349253048103,1.0,0.15961046517839117,insufficient,insufficient,insufficient,no_claim
59cf760cd019690c9007452187578915,-0.0894677168702824,0.21825594255638744,0.6818638238842891,86,-1.0,-1.0,0.8166111136825052,1.0,0.03302670882982044,insufficient,insufficient,insufficient,no_claim
5a254d648a95146b403690f81da84bc3,0.10352759406956819,0.16321991340457243,0.5258962379102168,118,-1.0,-1.0,0.7089613840182036,1.0,0.03821686553312715,insufficient,insufficient,insufficient,no_claim
5c446b55e04c641913c09fd39d01d32b,-0.41257866164512896,0.16564705110039493,0.012748835810496129,217,-1.0,-1.0,0.043103206787867866,1.0,0.15230203479213553,moderate,moderate,insufficient,evidence_available
5e1d4d2718012c036ea65bfe3c80c0e7,-0.42119343266538867,0.12391274548702054,0.0006760476155394102,160,-1.0,-1.0,0.004235239473820422,0.12168857079709383,0.15548214873797603,moderate,moderate,insufficient,evidence_available
5e8e425fb65143d25c73b88bd26638eb,-0.7593827894116619,0.30251294151637664,0.012064607879163303,43,-1.0,-1.0,0.041447765778415864,1.0,0.28032362011247836,moderate,moderate,insufficient,evidence_available
5fa34bfca33d0ced12ea991006fbc934,0.11901867878704314,0.11118286867478328,0.2844047571743702,188,-1.0,-1.0,0.504818443984507,1.0,0.043935347711049656,insufficient,insufficient,insufficient,no_claim
600713d94c8ebe9f12f7d12c6479a131,-0.4052914733578148,0.11339659147559955,0.0003514261322377088,254,-1.0,-1.0,0.0024951255388877326,0.06466240833173842,0.14961199357758048,moderate,moderate,weak,evidence_available
61f9310e79c30ff4ff836fa065aee93a,-0.42574875326497486,0.16425418773327408,0.009541656555595912,118,-1.0,-1.0,0.03444699739562592,1.0,0.15716373012098087,moderate,moderate,insufficient,evidence_available
6294895f1093b3878b385812d65c3197,0.13824996219199703,0.18157539720983554,0.4464232689864822,72,-1.0,-1.0,0.6424875425278426,1.0,0.051034511740909234,insufficient,insufficient,insufficient,no_claim
62caae288910745b5eb9dde5a9873179,0.020604013501548002,0.1555122161982053,0.8945957150870258,97,-1.0,-1.0,0.9295067673831049,1.0,0.007605902759628197,insufficient,insufficient,insufficient,no_claim
62e43e3420646eaa7ecb44636abda31a,-0.4241582540214089,0.14111543910270458,0.0026492348667974674,220,-1.0,-1.0,0.012696798247232221,0.4505088435821123,0.1565766026380312,moderate,moderate,insufficient,evidence_available
632503a1df16a201a0fc5a1b91d3b01c,-0.03217648199428924,0.2126764014010917,0.8797444752057135,80,-1.0,-1.0,0.9217442059674352,1.0,0.01187784084771176,insufficient,insufficient,insufficient,no_claim
63e8142ef2fdd89aec0630ce6070831d,-0.4682543473424245,0.12553645798033417,0.00019145943664788945,144,-1.0,-1.0,0.0014564592859285875,0.03561145521650744,0.17285452819141606,moderate,moderate,moderate,evidence_available
64f2d26b3835e5fa744c35f1709e9c39,-0.03735000142555503,0.1849063896177225,0.8399213295701147,51,-1.0,-1.0,0.9035517333254264,1.0,0.013787628264435121,insufficient,insufficient,insufficient,no_claim
6683f5d8f1730b0fce6c1fd8b46ab76f,-0.2366140314236331,0.11008945481950223,0.031611514377125616,187,-1.0,-1.0,0.09223633647024324,1.0,0.08734527932805679,insufficient,insufficient,insufficient,no_claim
690d25f3b083e647278ed85c6bb033ae,0.22333822053460223,0.2236234988732801,0.3179282697445718,60,-1.0,-1.0,0.5360343573039807,1.0,0.08244455808413043,insufficient,insufficient,insufficient,no_claim
69d24b22972459bf83ab0c8eb24d13cc,-0.14870648894766794,0.20693287903612306,0.4723739450890636,66,-1.0,-1.0,0.6703704171831119,1.0,0.05489450366438124,insufficient,insufficient,insufficient,no_claim
6b0083d00297f9c03e00b2cde889b666,0.3214882997102245,0.1353095494025264,0.01750398321539981,87,-1.0,-1.0,0.05649012764969939,1.0,0.11867633195690064,moderate,weak,insufficient,no_claim
6b22ac2851e90cebdb6bcc50288e031c,0.0031242498857794176,0.09597181487952072,0.9740303907850121,306,-1.0,-1.0,0.9786248737604131,1.0,0.0011533064092698457,insufficient,insufficient,insufficient,no_claim
6b4ad83b4ee50566e899f3b6c0fb7864,-0.07658932222297019,0.21166038573174467,0.7174640845868816,53,-1.0,-1.0,0.8350811476339114,1.0,0.028272692464018038,insufficient,insufficient,insufficient,no_claim
6c4cf48742a55153dd574133a73a6932,0.6700110659201265,0.10046489776320783,2.5736524023045604e-11,257,-1.0,-1.0,6.852349521135892e-10,5.301723948747394e-09,0.24733234691777153,strong,strong,strong,evidence_available
6ed487d275984c8c141d40ad10664f46,-0.15246224649026152,0.14798990635388357,0.30290647313302266,216,-1.0,-1.0,0.5332155270854035,1.0,0.05628092901571198,insufficient,insufficient,insufficient,no_claim
703c70ff9f0c7a8e24757d0270a2e932,-0.837512817415242,0.3039971899532558,0.005869180555491127,16,-1.0,-1.0,0.02451245996705118,0.9566764305450537,0.30916505896892305,strong,moderate,insufficient,evidence_available
713a6a94988cc13bf0bb50ad0cb0a015,-0.7244644038794075,0.13108987613750675,3.267361670111768e-08,96,-1.0,-1.0,5.799566964448388e-07,6.6000705736257714e-06,0.2674336147326245,strong,strong,strong,evidence_available
73e13f8273906f7f43a077f95ec48e7d,-0.5309812521231239,0.10372149852990292,3.0667517192384253e-07,375,-1.0,-1.0,4.354787441318564e-06,6.102835921284466e-05,0.1960099555618462,moderate,moderate,moderate,evidence_available
76b564dca3ab4d899e5a30d3cbcb0aac,-0.6727260422136719,0.17471574054609224,0.00011792354299333674,77,-1.0,-1.0,0.0009302857280585454,0.02205170253975397,0.2483345713475823,strong,strong,moderate,evidence_available
791c580346256bca5c697d19170a50b5,-0.02704695540960758,0.174250469652635,0.876648797744779,94,-1.0,-1.0,0.9217442059674352,1.0,0.009984293243353747,insufficient,insufficient,insufficient,no_claim
79d8490ab94fc7cd6530b1f22593d708,0.05385142651402003,0.11657749460689365,0.644126694075106,202,-1.0,-1.0,0.7930577216069224,1.0,0.01987907421542541,insufficient,insufficient,insufficient,no_claim
7a5f7cc91bafe10c9708342bb197ea58,-1.618439848292568,0.24012205193697925,1.5830892152735032e-11,67,-1.0,-1.0,4.817114326475088e-10,3.2769946756161517e-09,0.5974416638532993,strong,strong,strong,evidence_available
7d2c632a05bbb03ca97555d61be83c41,-0.19216756010399627,0.11196121827492009,0.08609322650295903,374,-1.0,-1.0,0.1930300762645292,1.0,0.07093801290686352,insufficient,insufficient,insufficient,no_claim
7d41e1ac6994aa87a10a923b31b16cd8,-0.05731463395662459,0.23519595686889513,0.8074718038928839,62,-1.0,-1.0,0.895789032443668,1.0,0.021157505674562822,insufficient,insufficient,insufficient,no_claim
7dcfc929e033d32b768ff4b51bd6a748,-0.7047861897818467,0.13503278653611278,1.7953195641240427e-07,149,-1.0,-1.0,2.7314504797030078e-06,3.5906391282480854e-05,0.26016946773049077,strong,strong,strong,evidence_available
7e22b6d9cb821d7004409da02d95cb64,-0.0870578415622632,0.17781450990460526,0.6244175436122252,76,-1.0,-1.0,0.776169519714902,1.0,0.032137111409674804,insufficient,insufficient,insufficient,no_claim
800994037be85bdfd6b3e43be70d02b3,-0.7517851339712318,0.1312417674419579,1.0147432449869598e-08,199,-1.0,-1.0,1.9649119198383858e-07,2.0599287873235284e-06,0.2775189709854173,strong,strong,strong,evidence_available
8391d8b451084771d0affcc26e34d773,-0.07603970673678478,0.12860574973701022,0.5543448139305474,202,-1.0,-1.0,0.7243892353816355,1.0,0.02806980374319683,insufficient,insufficient,insufficient,no_claim
83a37a7ffd416a2e0a863c86166a97c8,-0.03869507311013001,0.14691471633015565,0.7922541627020927,164,-1.0,-1.0,0.8835085688772029,1.0,0.014284156983795452,insufficient,insufficient,insufficient,no_claim
83e4705b8ead02d2659f4d4241183e17,-0.09780029595394427,0.12329378809954972,0.4276439999352317,241,-1.0,-1.0,0.6320932132650322,1.0,0.03610265256488363,insufficient,insufficient,insufficient,no_claim
84120765740b5395aa49a2feb12fbb43,-1.0191801605792294,0.20518950500124983,6.798994507395406e-07,31,-1.0,-1.0,8.04547683375123e-06,0.00013326029234494996,0.3762269518667064,strong,strong,strong,evidence_available
8479552e5849c2f93e5f8ab1720ed78b,-0.6691393746563694,0.3326458542573516,0.044265616345849024,15,-1.0,-1.0,0.11785720352082303,1.0,0.24701056499950325,moderate,insufficient,insufficient,no_claim
84875d7ec9c81d58d687aa4805c35c77,-0.35632943501310854,0.19727635592770668,0.07088007592988532,91,-1.0,-1.0,0.1641027844898432,1.0,0.13153782067262465,weak,insufficient,insufficient,no_claim
8617ddac1f48b148e3683738519b2e7a,-0.31183211959010687,0.15016359608445037,0.0378370190668198,135,-1.0,-1.0,0.10332416745170021,1.0,0.11511178532051099,moderate,insufficient,insufficient,no_claim
862f10a8c357e957a59d122077b3a5ad,-0.017055350197701408,0.07679943069244761,0.8242543169203485,422,-1.0,-1.0,0.9003393307899191,1.0,0.006295925554765159,insufficient,insufficient,insufficient,no_claim
86a13f6d0bb7070ca042d60b2a582c4c,0.14145286204572527,0.15521017460897724,0.36210396660841293,210,-1.0,-1.0,0.5671187124087643,1.0,0.052216851523129534,insufficient,insufficient,insufficient,no_claim
8730e74690f38a87355bf45b00fc220e,-0.6561772993619881,0.14668807604803147,7.70276686146154e-06,189,-1.0,-1.0,7.457678824960491e-05,0.0014789312374006158,0.24222565820235734,strong,strong,strong,evidence_available
8733d6d19519598608c6dc2f9ee525d7,-0.14589073876348196,0.2442593389592582,0.5503217647362098,22,-1.0,-1.0,0.7243892353816355,1.0,0.053855078889459854,insufficient,insufficient,insufficient,no_claim
87d88cba80cd67d705f61405fbe40da9,-0.24193792117176807,0.12746720293758942,0.057690739300563454,158,-1.0,-1.0,0.1467976209133468,1.0,0.089310575444964,insufficient,insufficient,insufficient,no_claim
8c0c301d93ca93cae5c090caf21816ec,-1.0775722784144903,0.12619523217557405,0.0,209,-1.0,-1.0,0.0,0.0,0.3977822071159023,strong,strong,strong,evidence_available
8c644d8cbd193c5575bb826a8abaa245,-0.13008622002643855,0.12797785155250965,0.3094034943926638,151,-1.0,-1.0,0.5360343573039807,1.0,0.04802089359019073,insufficient,insufficient,insufficient,no_claim
8c8ee0b0491acee56e6346c2af5c6cf4,-1.2231432028453997,0.161991305463368,4.3298697960381105e-14,140,-1.0,-1.0,3.0742075551870585e-12,9.136025269640413e-12,0.45151922761278246,strong,strong,strong,evidence_available
8ccf6026d9114437e881d73faa34ea51,-0.09083645225988587,0.2204067223491612,0.680243376822002,115,-1.0,-1.0,0.8166111136825052,1.0,0.033531972926847155,insufficient,insufficient,insufficient,no_claim
8e12cde03a0eaf1a9c41596a81a1cf59,0.041806363875279806,0.1337632741323931,0.7546302245960583,114,-1.0,-1.0,0.8557968528278449,1.0,0.015432679576972778,insufficient,insufficient,insufficient,no_claim
8ee53a46a77476104276e6a1af54472c,-0.4332439410302752,0.20808584791713286,0.03733842899622575,69,-1.0,-1.0,0.10328682306748162,1.0,0.15993055364804498,moderate,insufficient,insufficient,no_claim
8ee7d10d8b836222ee69ff04247971a4,-0.41272536821140915,0.18796485495162935,0.028109256269855054,74,-1.0,-1.0,0.0831565497983212,1.0,0.15235619103102765,moderate,weak,insufficient,no_claim
8feafc5db9bf59d00a21335e69b57804,-0.09899414197345197,0.20357279355351743,0.626765997140672,57,-1.0,-1.0,0.776169519714902,1.0,0.036543356835129936,insufficient,insufficient,insufficient,no_claim
91d30de367a6a0772fdca55ec5b129a2,-0.22969694192456475,0.26294189152013736,0.38235496896477317,21,-1.0,-1.0,0.5859108517229977,1.0,0.08479185884492585,insufficient,insufficient,insufficient,no_claim
920e275acd8721dad396513f4d7c99ea,-0.4111583342950008,0.1340130309609727,0.0021546242223515755,232,-1.0,-1.0,0.011193535594167942,0.37274999046682256,0.15177772569521597,moderate,moderate,insufficient,evidence_available
964412e1937376da4b5a70412a600bc9,-0.015392239760170678,0.16758925034286654,0.9268211663024004,177,-1.0,-1.0,0.9419061072692242,1.0,0.005681993892109674,insufficient,insufficient,insufficient,no_claim
968356427b2638af0930896c8d4a48d5,-0.6932641128282143,0.16073319386518437,1.6095509293378996e-05,127,-1.0,-1.0,0.00014284764497873859,0.003058146765742009,0.2559161315107442,strong,strong,strong,evidence_available
96cf40f9d3b2d69466161000cd69ae5c,0.11183733541278412,0.16078309703152102,0.4866925619409437,141,-1.0,-1.0,0.6771271998347597,1.0,0.04128437879259061,insufficient,insufficient,insufficient,no_claim
